id,city,area,property_type,bedrooms,bathrooms,nightly_price_usd,review_score,occupancy_rate,distance_to_beach_km,distance_to_airport_km,num_reviews,amenities,annual_revenue_usd,property_price_usd,roi_pct,investment_score,latitude,longitude
DXB0286,Dubai,Deira,Apartment,0,1,83,4.23,0.67,0.5,13.3,96,Pool|Sea View|Washer|WiFi|Gym,14614,162947,8.97,96,25.2829,55.0988
DXB0287,Dubai,Dubai Marina,Townhouse,3,2,522,4.04,0.74,2.3,20.5,195,WiFi|Balcony|Washer|Parking|Pool|AC,101514,1157384,8.77,92,24.7033,54.9046
DXB0288,Dubai,JVC,Townhouse,0,1,183,3.84,0.5,2.8,22.2,149,Kitchen|Pool|Balcony|Doorman|WiFi,24046,327860,7.33,78,25.0076,55.0761
DXB0289,Dubai,Business Bay,Studio,0,1,117,4.28,0.49,5.0,15.4,242,Pool|Washer|WiFi|Parking|AC|Balcony|Gym,15066,166508,9.05,90,25.0044,55.4245
DXB0290,Dubai,JBR,Townhouse,3,2,489,4.64,0.92,1.1,16.8,360,WiFi|Parking|Pool|Doorman|Sea View|Gym|Kitchen|Balcony,118228,1377976,8.58,100,24.9531,55.1466
DXB0291,Dubai,Dubai Marina,Studio,0,1,135,4.66,0.74,2.5,33.7,35,AC|Gym|WiFi|Doorman|Kitchen|Sea View|Balcony,26254,360053,7.29,89,25.1927,54.9009
DXB0292,Dubai,Palm Jumeirah,Studio,0,1,183,3.86,0.57,0.6,25.6,48,Kitchen|Balcony|Washer|WiFi|Sea View,27413,353333,7.76,84,24.7687,55.1303
DXB0293,Dubai,DIFC,Apartment,4,3,426,4.24,0.51,3.4,7.1,138,Gym|Pool|Balcony|Washer|Doorman|Sea View|Parking,57096,767480,7.44,82,24.7481,55.1129
DXB0294,Dubai,JBR,Penthouse,2,2,951,4.6,0.77,3.0,5.3,84,AC|WiFi|Gym|Sea View|Balcony|Doorman|Pool,192441,2473103,7.78,92,25.0817,55.448
DXB0295,Dubai,JVC,Villa,3,3,543,4.85,0.79,1.1,7.0,162,Balcony|Gym|Washer|Doorman|Kitchen|WiFi,112733,1579299,7.14,92,25.0204,54.9853
DXB0296,Dubai,Silicon Oasis,Studio,0,1,55,4.31,0.59,3.9,6.3,80,AC|Pool|WiFi|Balcony|Parking,8528,109069,7.82,86,24.7738,55.2352
DXB0297,Dubai,JVC,Villa,2,2,429,4.68,0.76,6.8,17.9,289,Pool|AC|Kitchen|Balcony|Gym|Doorman|WiFi|Washer,85683,1132888,7.56,91,25.1038,55.0652
DXB0298,Dubai,Deira,Villa,0,1,212,4.75,0.66,6.4,30.7,404,Parking|Gym|Pool|Sea View,36771,504097,7.29,88,25.25,55.1586
DXB0299,Dubai,Downtown Dubai,Villa,1,1,603,4.5,0.62,4.8,25.7,335,Gym|AC|Doorman|Pool|Balcony|Sea View,98250,1303871,7.54,87,24.9247,55.0001
DXB0300,Dubai,Silicon Oasis,Villa,0,1,235,3.97,0.87,2.8,5.8,298,Pool|Sea View|Doorman|Gym,53729,601992,8.93,95,25.0875,55.2821
DXB0301,Dubai,Dubai Hills,Penthouse,3,2,800,3.89,0.64,2.6,23.2,233,Balcony|Parking|Washer|Gym|Doorman|Kitchen|AC,134554,1771296,7.6,83,24.9188,55.0307
DXB0302,Dubai,Palm Jumeirah,Apartment,4,5,605,4.34,0.77,1.2,5.8,148,WiFi|AC|Sea View|Doorman|Kitchen|Balcony|Pool|Washer,122425,1523697,8.03,92,25.0033,55.4784
DXB0303,Dubai,Dubai Hills,Villa,3,2,608,3.85,0.46,3.2,5.7,405,WiFi|Kitchen|Pool|Doorman|Washer|Parking|Balcony|AC,73500,825044,8.91,85,25.1537,55.1751
DXB0304,Dubai,Silicon Oasis,Studio,4,5,120,4.88,0.5,7.7,31.7,117,Balcony|AC|Parking|Pool|Sea View|Kitchen,15768,186100,8.47,92,25.0618,55.396
DXB0305,Dubai,Dubai Marina,Studio,0,1,137,4.15,0.9,3.2,15.2,410,Washer|WiFi|Parking|Pool|Gym|Doorman|Sea View|Kitchen,32403,391126,8.28,93,25.0248,54.9925
DXB0306,Dubai,Dubai Marina,Villa,4,4,915,4.45,0.81,6.7,14.1,307,Parking|Doorman|WiFi|AC|Kitchen|Washer,194774,2391173,8.15,93,24.8556,55.0168
DXB0307,Dubai,Dubai Marina,Studio,4,5,208,4.21,0.58,7.7,15.4,94,Doorman|WiFi|Sea View|AC|Parking,31704,403161,7.86,85,25.0483,54.9835
DXB0308,Dubai,Silicon Oasis,Apartment,0,1,94,4.55,0.68,3.3,31.4,5,Doorman|WiFi|Pool|AC|Kitchen,16798,241084,6.97,85,25.074,55.2416
DXB0309,Dubai,JBR,Townhouse,1,1,363,4.04,0.64,0.4,21.3,365,Parking|Washer|Pool|Sea View|Gym|AC,61054,757576,8.06,90,24.8366,55.4784
DXB0310,Dubai,Palm Jumeirah,Apartment,4,4,593,4.67,0.7,7.0,28.7,159,Washer|Balcony|Gym|Parking,109088,1212507,9.0,97,24.7749,55.3765
DXB0311,Dubai,JBR,Villa,1,2,490,4.85,0.89,1.3,34.4,119,Sea View|Washer|Parking|Kitchen|AC|Balcony|Doorman,114607,1416546,8.09,99,24.99,55.4181
DXB0312,Dubai,DIFC,Villa,3,3,970,4.25,0.58,1.7,16.6,399,Parking|Doorman|Pool|Washer|AC|WiFi,147851,1993289,7.42,84,25.0068,55.1954
DXB0313,Dubai,DIFC,Apartment,1,2,276,4.84,0.91,3.3,27.9,386,Doorman|WiFi|Gym|Kitchen|Sea View|Parking,66005,906130,7.28,94,25.0441,55.4736
DXB0314,Dubai,JVC,Villa,2,2,410,3.93,0.85,3.6,31.8,112,Gym|Washer|Sea View|Pool|Parking,91586,1263991,7.25,85,24.7375,55.4301
DXB0315,Dubai,Downtown Dubai,Apartment,2,2,301,4.41,0.74,7.4,19.3,380,Pool|Doorman|Balcony|WiFi,58536,626141,9.35,97,25.1126,55.3336
DXB0316,Dubai,Dubai Hills,Villa,3,3,666,3.96,0.59,2.9,13.4,88,Washer|Kitchen|Balcony|Pool|WiFi|AC|Gym,103265,1408704,7.33,81,24.8264,55.4745
DXB0317,Dubai,Silicon Oasis,Apartment,0,1,82,5.0,0.77,6.6,5.4,180,Washer|AC|Gym|Pool,16593,194633,8.53,98,25.1427,55.4005
DXB0318,Dubai,Palm Jumeirah,Penthouse,1,2,1179,3.97,0.8,6.2,28.0,319,Kitchen|Gym|Washer|AC,247873,3245780,7.64,86,25.2076,55.2682
DXB0319,Dubai,Silicon Oasis,Apartment,3,4,147,4.39,0.49,3.3,7.0,174,Doorman|Balcony|Parking|Pool|Kitchen,18929,230019,8.23,87,24.9093,54.9666
DXB0320,Dubai,Downtown Dubai,Villa,3,4,975,4.94,0.48,7.6,14.0,297,Kitchen|AC|Doorman|Parking|Gym|Pool|Sea View|Washer,122990,1547788,7.95,89,24.7461,55.2004
DXB0321,Dubai,Deira,Penthouse,1,1,408,4.65,0.47,0.7,13.9,250,Pool|Balcony|Gym|Parking|Washer|AC,50395,611582,8.24,91,24.8394,55.0686
DXB0322,Dubai,Downtown Dubai,Apartment,0,1,223,4.92,0.64,7.3,19.3,162,AC|Gym|Sea View|Balcony|Pool,37507,443731,8.45,95,24.8356,55.2843
DXB0323,Dubai,Dubai Hills,Penthouse,3,4,961,4.52,0.62,5.2,31.7,194,Gym|Kitchen|Balcony|Doorman|Parking|WiFi,156581,1735850,9.02,94,25.0019,55.1696
DXB0324,Dubai,Palm Jumeirah,Penthouse,0,1,903,4.55,0.48,5.5,26.4,82,Sea View|AC|WiFi|Balcony|Parking|Kitchen|Pool,113908,1313615,8.67,90,25.1935,55.3824
DXB0325,Dubai,JVC,Apartment,2,3,183,4.42,0.52,6.2,19.9,279,Doorman|WiFi|Pool|Balcony|Kitchen|AC|Washer,25008,291163,8.59,89,24.8706,54.9803
DXB0326,Dubai,Silicon Oasis,Townhouse,1,1,208,3.87,0.8,2.6,20.3,414,Gym|Balcony|Pool|AC|Kitchen|Washer,43730,464653,9.41,95,24.7281,55.0657
DXB0327,Dubai,DIFC,Townhouse,1,1,478,3.88,0.84,0.1,27.2,221,Parking|Doorman|WiFi|Balcony|Gym|Washer|Pool,105519,1218807,8.66,100,24.8898,54.9611
DXB0328,Dubai,JVC,Penthouse,1,2,479,4.12,0.85,2.6,31.8,49,Doorman|AC|Washer|Sea View|Pool,106999,1453421,7.36,88,24.9603,55.446
DXB0329,Dubai,Dubai Hills,Townhouse,3,4,405,4.96,0.49,5.5,16.6,305,AC|Kitchen|Sea View|Balcony|Pool|Doorman,52153,650703,8.01,90,25.0796,55.3223
DXB0330,Dubai,Deira,Penthouse,0,1,255,4.0,0.79,5.4,27.8,407,Parking|Gym|Kitchen|AC|Pool,52941,754286,7.02,83,25.2705,55.3215
DXB0331,Dubai,Business Bay,Townhouse,2,2,366,3.93,0.82,5.2,15.8,211,Balcony|Sea View|Kitchen|Pool|Gym|Parking,78872,852267,9.25,94,25.2741,55.2002
DXB0332,Dubai,Palm Jumeirah,Townhouse,4,5,862,4.35,0.55,3.0,6.6,142,Pool|Balcony|Washer|Sea View|Gym|Doorman|WiFi,124593,1496586,8.33,88,25.1605,55.1499
DXB0333,Dubai,JBR,Apartment,2,2,276,4.82,0.55,5.3,31.4,158,AC|Sea View|Gym|Balcony|Kitchen|Washer,39893,494516,8.07,90,24.8294,55.3067
DXB0334,Dubai,Silicon Oasis,Studio,2,3,99,4.15,0.51,5.2,14.5,393,Doorman|Gym|WiFi|Sea View|Kitchen|Balcony|AC,13269,177735,7.47,81,25.0869,55.1371
DXB0335,Dubai,Deira,Studio,0,1,64,4.04,0.87,2.4,6.7,296,Gym|AC|Balcony|Doorman|Kitchen,14633,175657,8.33,92,24.7669,55.2095
DXB0336,Dubai,Dubai Marina,Villa,1,1,523,4.8,0.46,3.1,5.6,189,WiFi|Pool|Sea View|Kitchen,63224,751736,8.41,90,24.7746,55.1482
DXB0337,Dubai,Downtown Dubai,Studio,2,2,204,4.29,0.7,4.8,18.9,247,Balcony|Gym|Pool|Kitchen|Parking|WiFi|AC|Sea View,37528,400132,9.38,96,25.2781,55.2114
DXB0338,Dubai,DIFC,Townhouse,2,2,569,4.17,0.81,6.2,34.3,30,AC|Gym|Doorman|Pool|WiFi,121122,1523698,7.95,90,24.7753,54.9102
DXB0339,Dubai,Palm Jumeirah,Townhouse,1,1,595,4.77,0.51,2.2,13.8,404,WiFi|AC|Balcony|Kitchen|Pool,79747,852561,9.35,96,25.1639,55.2108
DXB0340,Dubai,Dubai Marina,Penthouse,1,2,716,4.25,0.45,2.5,34.2,417,Doorman|Pool|WiFi|Parking|AC,84674,1104930,7.66,82,25.2082,54.9142
DXB0341,Dubai,Business Bay,Studio,3,3,204,4.74,0.82,3.7,14.1,324,Sea View|AC|WiFi|Doorman|Parking|Kitchen,43961,532698,8.25,96,24.7394,55.0369
DXB0342,Dubai,Dubai Hills,Townhouse,0,1,222,4.38,0.8,3.8,33.7,177,Washer|Kitchen|AC|Parking|Doorman|Pool|WiFi|Sea View,46673,506025,9.22,98,25.2656,55.3711
DXB0343,Dubai,Business Bay,Studio,2,2,179,4.45,0.9,0.7,11.8,343,WiFi|Parking|Doorman|Pool|AC|Sea View,42337,507887,8.34,98,24.8175,54.9845
DXB0344,Dubai,JBR,Villa,0,1,435,4.74,0.72,1.3,24.1,180,AC|Doorman|Balcony|WiFi|Sea View|Pool|Gym,82309,1124894,7.32,90,24.9329,55.3045
DXB0345,Dubai,Downtown Dubai,Townhouse,3,4,552,4.21,0.88,2.4,31.7,97,Kitchen|AC|Parking|Balcony|Washer|Doorman,127658,1581358,8.07,92,25.1246,54.9373
DXB0346,Dubai,Business Bay,Apartment,3,2,244,3.81,0.75,3.6,33.7,186,Kitchen|Parking|Washer|Sea View|Pool|Gym,48092,535193,8.99,91,25.0178,55.0451
DXB0347,Dubai,Downtown Dubai,Studio,3,3,238,4.62,0.49,2.3,18.8,32,AC|Doorman|Sea View|Balcony|Pool|WiFi,30648,418380,7.33,84,25.0279,55.1597
DXB0348,Dubai,DIFC,Townhouse,4,3,621,4.0,0.66,1.8,30.3,216,WiFi|Kitchen|Gym|Balcony|Washer|Doorman|Parking,107711,1164617,9.25,93,25.2887,55.3759
DXB0349,Dubai,Dubai Marina,Villa,1,1,622,4.09,0.9,1.7,34.8,403,Balcony|Sea View|Parking|Kitchen|Washer|Gym,147115,2087983,7.05,87,25.127,55.4887
DXB0350,Dubai,JVC,Penthouse,2,3,613,4.11,0.66,4.8,23.7,112,Washer|Pool|Kitchen|WiFi|Parking,106324,1158831,9.18,92,25.2887,55.0141
DXB0351,Dubai,Palm Jumeirah,Townhouse,1,1,598,4.89,0.89,7.7,34.3,224,Parking|Balcony|Kitchen|WiFi,139867,1759593,7.95,97,25.1544,54.997
DXB0352,Dubai,Silicon Oasis,Penthouse,0,1,318,4.66,0.57,5.2,9.9,7,WiFi|Washer|Pool|Parking|AC|Gym|Sea View|Balcony,47635,625198,7.62,87,25.0391,55.363
DXB0353,Dubai,Downtown Dubai,Villa,2,2,765,3.81,0.45,2.9,11.9,28,Gym|Balcony|AC|Doorman|Pool,90469,1275453,7.09,76,25.0806,55.0332
DXB0354,Dubai,Business Bay,Studio,3,4,172,4.82,0.79,0.9,5.9,188,Doorman|Kitchen|Washer|WiFi|Sea View|Gym|Parking|AC,35709,436815,8.17,97,24.9885,55.2975
DXB0355,Dubai,Downtown Dubai,Villa,3,2,790,4.15,0.64,7.4,6.3,306,WiFi|Parking|Doorman|Washer|Pool,132872,1906674,6.97,81,25.1566,55.123
DXB0356,Dubai,Deira,Villa,0,1,218,4.71,0.88,7.6,15.7,29,Balcony|AC|Pool|Kitchen,50416,644781,7.82,95,25.1725,55.0506
DXB0357,Dubai,JVC,Apartment,0,1,122,4.23,0.76,2.0,32.5,285,Balcony|Sea View|Doorman|Pool,24367,276406,8.82,94,24.7611,55.2036
DXB0358,Dubai,Business Bay,Penthouse,1,1,596,3.85,0.47,1.5,13.5,271,AC|Balcony|Gym|Washer,73616,1021451,7.21,78,25.2703,55.249
DXB0359,Dubai,Business Bay,Townhouse,4,5,510,4.5,0.69,6.1,15.6,406,Balcony|Gym|Kitchen|Parking|Pool,92479,1080558,8.56,93,25.2365,55.4679
DXB0360,Dubai,JVC,Penthouse,1,2,559,4.3,0.82,3.9,11.1,214,AC|Kitchen|WiFi|Parking|Washer,120462,1504664,8.01,91,25.0547,55.0117
DXB0361,Dubai,Business Bay,Villa,0,1,370,4.83,0.55,0.7,33.2,61,WiFi|Sea View|Washer|Gym|Pool|Kitchen|AC,53480,582064,9.19,98,25.0042,55.1456
DXB0362,Dubai,DIFC,Penthouse,1,1,984,4.8,0.61,5.6,24.6,242,Gym|Doorman|AC|Washer|Kitchen|WiFi|Parking|Balcony,157743,2132166,7.4,88,24.791,55.4255
DXB0363,Dubai,Dubai Marina,Apartment,1,1,228,4.14,0.65,0.4,28.0,393,Washer|Doorman|Balcony|Kitchen|Pool|Sea View,38947,432487,9.01,96,24.7,55.1499
DXB0364,Dubai,Dubai Marina,Apartment,1,2,227,3.87,0.91,1.9,14.1,380,Washer|Doorman|Sea View|AC|Parking,54287,638727,8.5,93,24.8382,54.9009
DXB0365,Dubai,JVC,Studio,2,1,128,4.96,0.56,5.3,30.5,202,Balcony|Doorman|Sea View|Parking,18838,252563,7.46,89,24.9536,55.0818
DXB0366,Dubai,Silicon Oasis,Penthouse,1,1,379,4.66,0.83,1.5,32.1,252,Pool|Parking|Gym|WiFi|AC,82669,993353,8.32,97,25.184,55.4909
DXB0367,Dubai,DIFC,Penthouse,1,2,969,4.27,0.73,5.3,21.3,230,Washer|Pool|Parking|WiFi|Balcony|Kitchen|Doorman,185897,2029848,9.16,95,25.1256,55.0004
DXB0368,Dubai,Dubai Marina,Apartment,2,3,293,4.5,0.9,0.4,23.0,272,Pool|Kitchen|WiFi|Washer|Parking|AC,69300,805264,8.61,100,24.8779,55.3287
DXB0369,Dubai,DIFC,Apartment,3,4,407,3.92,0.69,4.1,33.0,318,Sea View|Washer|Balcony|Gym|AC,73802,886347,8.33,87,25.1965,55.3183
DXB0370,Dubai,Dubai Marina,Apartment,1,2,239,4.35,0.88,5.6,30.9,174,Sea View|Parking|Gym|Balcony|WiFi|Kitchen|Doorman,55272,738361,7.49,90,24.8644,55.3842
DXB0371,Dubai,Business Bay,Apartment,4,3,283,4.21,0.61,7.8,26.0,260,Balcony|Doorman|WiFi|Pool|Sea View|Washer|AC|Kitchen,45367,627744,7.23,82,25.1362,55.2372
DXB0372,Dubai,Silicon Oasis,Studio,0,1,73,4.4,0.63,1.4,27.0,290,Gym|Balcony|Kitchen|Pool,12086,164047,7.37,86,24.9306,54.9151
DXB0373,Dubai,Deira,Apartment,0,1,99,3.81,0.78,7.8,12.0,32,AC|Kitchen|WiFi|Washer|Balcony|Sea View|Parking|Gym,20293,248919,8.15,87,25.1229,55.3903
DXB0374,Dubai,Downtown Dubai,Penthouse,2,3,1034,4.96,0.47,4.1,30.9,118,Doorman|Sea View|Washer|Kitchen|WiFi|Pool|AC|Parking,127716,1701075,7.51,87,24.8076,55.38
DXB0375,Dubai,Dubai Marina,Studio,2,3,183,4.28,0.51,6.9,14.3,89,Kitchen|Doorman|Washer|Sea View|Pool|Balcony,24527,275065,8.92,89,24.874,55.4228
DXB0376,Dubai,Silicon Oasis,Villa,3,2,442,4.76,0.57,5.0,30.0,239,Doorman|WiFi|Kitchen|Pool|Sea View|Gym,66210,845439,7.83,89,25.2437,54.9073
DXB0377,Dubai,Downtown Dubai,Studio,0,1,143,3.86,0.71,2.4,15.6,342,Doorman|Gym|Sea View|WiFi,26682,314192,8.49,88,25.0728,55.1004
DXB0378,Dubai,DIFC,Townhouse,1,1,481,4.29,0.48,6.3,18.0,304,Kitchen|Pool|Balcony|Sea View,60675,709691,8.55,87,25.1113,55.0995
DXB0379,Dubai,Silicon Oasis,Townhouse,1,2,173,4.25,0.89,5.2,24.0,201,Parking|Doorman|Gym|WiFi|Washer|AC|Kitchen|Balcony,40463,531807,7.61,90,24.8194,55.151
DXB0380,Dubai,Dubai Hills,Townhouse,1,1,323,3.92,0.58,2.3,34.4,313,Washer|AC|Sea View|Balcony|Gym|Doorman|WiFi,49233,602862,8.17,85,24.7405,55.2112
DXB0381,Dubai,Deira,Studio,4,4,108,4.96,0.5,3.3,26.1,72,WiFi|Doorman|Kitchen|AC|Washer|Parking|Balcony|Sea View,14191,190047,7.47,88,24.9536,55.1079
DXB0382,Dubai,Palm Jumeirah,Townhouse,4,5,853,4.12,0.55,3.9,13.6,350,Gym|Washer|Sea View|AC|Balcony|WiFi,123293,1434144,8.6,87,25.0941,55.4811
DXB0383,Dubai,Deira,Studio,3,2,108,3.89,0.49,7.6,7.8,389,Gym|Pool|Balcony|Doorman|Kitchen|Washer|Sea View|WiFi,13907,163266,8.52,84,25.0594,55.2742
DXB0384,Dubai,Palm Jumeirah,Studio,2,1,276,4.12,0.46,7.7,25.3,236,AC|WiFi|Pool|Parking,33365,385895,8.65,86,25.124,55.266
DXB0385,Dubai,JVC,Townhouse,4,3,378,4.13,0.73,6.9,8.2,218,Balcony|WiFi|AC|Washer|Doorman|Pool|Kitchen|Gym,72517,1027947,7.05,83,24.7929,55.4668
DXB0386,Dubai,JBR,Townhouse,0,1,300,4.86,0.55,4.7,25.4,391,WiFi|Sea View|Doorman|Washer|Balcony|Parking,43362,574732,7.54,88,24.9449,54.9092
DXB0387,Dubai,DIFC,Townhouse,4,3,738,4.1,0.66,7.7,30.2,100,AC|Sea View|Parking|Washer|Pool,128005,1551598,8.25,88,24.8131,55.3035
DXB0388,Dubai,Palm Jumeirah,Townhouse,0,1,503,3.92,0.45,3.5,27.5,87,Balcony|AC|Kitchen|Gym,59485,652690,9.11,86,25.2487,55.1604
DXB0389,Dubai,DIFC,Studio,0,1,134,4.32,0.79,0.2,23.4,256,Parking|Pool|Doorman|Sea View|AC|Kitchen|Balcony,27820,357082,7.79,99,25.0826,55.0452
DXB0390,Dubai,DIFC,Townhouse,2,1,575,3.91,0.54,7.0,5.4,86,Kitchen|WiFi|Parking|AC|Pool|Balcony,81599,1093036,7.47,80,24.849,55.0286
DXB0391,Dubai,Dubai Hills,Townhouse,4,4,447,4.1,0.48,3.7,23.2,174,Washer|WiFi|Kitchen|Doorman,56386,754036,7.48,80,25.1037,54.9487
DXB0392,Dubai,JBR,Studio,2,1,191,4.81,0.83,6.6,21.3,333,Kitchen|Sea View|Pool|Doorman|Washer|Parking|WiFi|Balcony,41662,588378,7.08,91,24.8202,55.2701
DXB0393,Dubai,DIFC,Townhouse,1,1,483,4.69,0.7,0.6,32.6,17,Balcony|Gym|Doorman|Parking|AC|Sea View,88853,1067717,8.32,96,25.0507,55.223
DXB0394,Dubai,Deira,Studio,4,5,112,4.24,0.87,5.4,18.6,54,Sea View|Pool|AC|Washer|Gym|Parking|Kitchen,25607,347684,7.37,89,25.0781,55.049
DXB0395,Dubai,Palm Jumeirah,Townhouse,4,3,934,4.31,0.66,5.2,6.9,58,WiFi|Doorman|Balcony|Sea View,162000,2290040,7.07,83,25.1948,55.0754
DXB0396,Dubai,Downtown Dubai,Townhouse,3,4,585,3.83,0.59,4.1,19.7,174,Parking|Pool|Sea View|Washer,90705,982849,9.23,89,25.2563,54.9632
DXB0397,Dubai,Dubai Marina,Apartment,0,1,194,4.29,0.76,2.2,9.8,137,AC|Kitchen|Gym|Doorman|Sea View,38747,434861,8.91,95,24.7423,55.0114
DXB0398,Dubai,Dubai Hills,Penthouse,3,4,881,4.86,0.83,5.5,13.7,333,Balcony|Washer|Pool|WiFi|Kitchen|Sea View|AC,192167,2121354,9.06,100,24.8859,55.05
DXB0399,Dubai,DIFC,Apartment,4,3,434,4.44,0.62,2.9,28.7,407,Washer|Kitchen|Gym|Parking,70714,971051,7.28,85,24.8847,55.4483
DXB0400,Dubai,Business Bay,Townhouse,0,1,295,4.19,0.62,4.1,31.3,74,Balcony|Doorman|Pool|WiFi|Gym|AC|Washer,48066,680336,7.07,82,24.7615,55.1356
DXB0401,Dubai,Dubai Hills,Townhouse,2,3,366,4.4,0.54,6.9,30.1,77,AC|Washer|Pool|Doorman|Balcony,51940,683714,7.6,84,25.2153,55.349
DXB0402,Dubai,JVC,Apartment,0,1,118,4.53,0.53,5.4,25.8,335,Balcony|Kitchen|Gym|Parking|Sea View|Doorman|Washer|WiFi,16436,185681,8.85,91,24.8378,54.9705
DXB0403,Dubai,Deira,Villa,1,1,253,3.8,0.79,5.9,9.8,348,Doorman|AC|WiFi|Pool|Gym,52526,659516,7.96,86,24.7501,54.9115
DXB0404,Dubai,DIFC,Apartment,4,4,389,4.87,0.56,2.9,11.7,187,Gym|AC|Doorman|Parking|Pool|Sea View|WiFi|Kitchen,57248,630876,9.07,96,25.0115,55.2647
DXB0405,Dubai,Palm Jumeirah,Villa,0,1,610,3.87,0.63,2.0,33.8,304,Gym|WiFi|Washer|Kitchen|Balcony|Parking|AC|Sea View,100994,1156212,8.73,88,25.0698,55.2341
DXB0406,Dubai,Palm Jumeirah,Townhouse,4,4,858,4.31,0.7,5.6,10.2,369,Balcony|Parking|Pool|Kitchen|Gym|Washer,157838,2092624,7.54,87,25.0001,55.1472
DXB0407,Dubai,Dubai Hills,Studio,2,1,160,4.56,0.7,1.0,8.5,287,Sea View|Doorman|Kitchen|Parking|Balcony|WiFi,29434,379585,7.75,91,24.9023,54.9857
DXB0408,Dubai,JVC,Villa,4,3,635,4.05,0.63,7.2,20.2,377,Parking|Kitchen|WiFi|Doorman|Washer|Pool,105133,1197590,8.78,89,24.9516,54.9109
DXB0409,Dubai,JVC,Apartment,4,5,261,3.88,0.67,4.5,25.7,287,Doorman|Balcony|WiFi|Pool,45956,596582,7.7,83,24.852,54.906
DXB0410,Dubai,Business Bay,Townhouse,4,4,555,4.44,0.84,6.6,19.6,380,Washer|Balcony|WiFi|Kitchen|AC,122517,1689200,7.25,89,24.9002,55.3749
DXB0411,Dubai,Business Bay,Villa,3,4,673,4.02,0.85,7.1,7.3,76,Gym|Balcony|Washer|AC|Pool|Doorman|Kitchen|Parking,150335,1860194,8.08,90,24.9327,55.3821
DXB0412,Dubai,Silicon Oasis,Villa,1,2,336,4.04,0.48,7.0,21.3,140,Parking|Sea View|Washer|Pool|Gym|WiFi|Kitchen|Balcony,42384,512222,8.27,84,25.2808,54.9399
DXB0413,Dubai,JBR,Villa,0,1,439,3.89,0.63,6.5,34.9,28,Kitchen|Washer|Balcony|WiFi|Sea View,72683,890405,8.16,85,25.0354,55.0927
DXB0414,Dubai,Dubai Marina,Studio,0,1,110,4.22,0.63,0.6,18.9,339,AC|Doorman|Parking|WiFi|Washer|Balcony|Sea View|Kitchen,18212,218743,8.33,91,25.1336,55.294
DXB0415,Dubai,JVC,Townhouse,2,2,319,3.81,0.55,5.3,5.2,254,Kitchen|Balcony|Washer|Doorman|Parking,46108,573582,8.04,82,25.1827,55.3637
DXB0416,Dubai,Silicon Oasis,Townhouse,0,1,162,3.88,0.81,4.7,27.6,334,Sea View|Parking|WiFi|Pool|AC,34485,467525,7.38,85,25.1818,55.2108
DXB0417,Dubai,Business Bay,Villa,1,1,435,4.61,0.74,6.0,10.8,373,Washer|Gym|WiFi|Sea View|Parking,84595,952713,8.88,96,25.2342,55.35
DXB0418,Dubai,JVC,Penthouse,3,3,786,4.71,0.73,5.3,22.4,27,Doorman|Parking|Balcony|Pool|Gym,150789,2104898,7.16,88,25.0794,54.9939
DXB0419,Dubai,Palm Jumeirah,Townhouse,4,3,873,4.66,0.58,1.7,12.2,137,Kitchen|Pool|Parking|Doorman|Gym,133066,1570425,8.47,92,24.8289,55.1549
DXB0420,Dubai,Palm Jumeirah,Townhouse,3,4,864,4.41,0.54,0.7,16.5,92,Pool|AC|Gym|Sea View|WiFi|Kitchen|Washer|Balcony,122612,1622842,7.56,87,25.1931,55.2957
DXB0421,Dubai,Downtown Dubai,Penthouse,4,3,1481,4.13,0.78,2.2,24.1,307,Parking|Kitchen|AC|Gym|Washer|Doorman|WiFi|Sea View,303581,4294611,7.07,85,24.8947,55.0617
DXB0422,Dubai,JVC,Villa,3,3,476,4.63,0.55,4.8,24.9,355,Gym|Pool|WiFi|AC|Balcony,68801,799287,8.61,92,25.189,55.3668
DXB0423,Dubai,Dubai Hills,Villa,4,3,776,4.03,0.49,5.6,18.0,342,Sea View|Pool|Gym|Kitchen|WiFi,99927,1199754,8.33,84,24.7187,55.0557
DXB0424,Dubai,Palm Jumeirah,Townhouse,4,3,757,4.86,0.56,4.5,25.0,122,Kitchen|Balcony|Washer|Doorman|Pool|AC|WiFi,111406,1199973,9.28,97,24.8938,55.4388
DXB0425,Dubai,Silicon Oasis,Penthouse,2,3,536,4.19,0.87,8.0,30.3,311,Gym|Balcony|Parking|Sea View|WiFi|Doorman|Pool|AC,122549,1681410,7.29,88,24.8494,55.246
DXB0426,Dubai,Deira,Penthouse,2,1,392,3.91,0.92,2.7,29.2,8,Pool|Kitchen|Gym|AC,94776,1272907,7.45,88,25.2148,55.4986
DXB0427,Dubai,Dubai Hills,Villa,2,2,498,3.85,0.64,1.1,15.8,138,Gym|Parking|Balcony|Washer|AC|Kitchen,83760,896994,9.34,92,25.1702,55.2397
DXB0428,Dubai,Deira,Penthouse,4,4,566,4.59,0.56,0.2,23.7,194,AC|Balcony|WiFi|Sea View|Doorman|Washer|Kitchen|Pool,83297,1123787,7.41,95,25.1574,54.9234
DXB0429,Dubai,Deira,Townhouse,3,3,289,4.54,0.71,5.0,22.6,387,Doorman|Washer|Balcony|Kitchen|Gym|Pool,53924,747744,7.21,87,25.0486,55.4944
